tx_id,src_account,dst_account,amount,tx_type,timestamp
TXN_5301,ACC_9999,ACC_1094,1888.79,Withdrawal,2026-01-20T10:00:00Z
TXN_5302,ACC_1003,ACC_1101,218.63,Withdrawal,2026-01-20T10:00:00Z
TXN_5303,ACC_1339,ACC_1182,1670.79,Transfer,2026-01-20T10:00:00Z
TXN_5304,ACC_1169,ACC_1133,596.44,Deposit,2026-01-20T10:00:00Z
TXN_5305,ACC_9999,ACC_1144,1645.83,Transfer,2026-01-20T10:00:00Z
TXN_5306,ACC_1170,ACC_1435,344.68,Deposit,2026-01-20T10:00:00Z
TXN_5307,ACC_1066,ACC_1465,1582.72,Deposit,2026-01-20T10:00:00Z
TXN_5308,ACC_1202,ACC_1001,1159.14,Transfer,2026-01-20T10:00:00Z
TXN_5309,ACC_1120,ACC_1281,1212.39,Deposit,2026-01-20T10:00:00Z
TXN_5310,ACC_1079,ACC_1303,413.65,Withdrawal,2026-01-20T10:00:00Z
TXN_5311,ACC_1174,ACC_1464,721.23,Withdrawal,2026-01-20T10:00:00Z
TXN_5312,ACC_1000,ACC_1294,613.71,Deposit,2026-01-20T10:00:00Z
TXN_5313,ACC_1344,ACC_1095,404.53,Transfer,2026-01-20T10:00:00Z
TXN_5314,ACC_1253,ACC_1058,1255.51,Transfer,2026-01-20T10:00:00Z
TXN_5315,ACC_1078,ACC_1230,60.89,Withdrawal,2026-01-20T10:00:00Z
TXN_5316,ACC_1090,ACC_1415,72.61,Withdrawal,2026-01-20T10:00:00Z
TXN_5317,ACC_1001,ACC_1021,1489.39,Transfer,2026-01-20T10:00:00Z
TXN_5318,ACC_1414,ACC_1494,901.4,Deposit,2026-01-20T10:00:00Z
TXN_5319,ACC_1306,ACC_1451,515.54,Deposit,2026-01-20T10:00:00Z
TXN_5320,ACC_1198,ACC_1310,290.64,Deposit,2026-01-20T10:00:00Z
TXN_5321,ACC_1314,ACC_1399,1101.26,Deposit,2026-01-20T10:00:00Z
TXN_5322,ACC_1240,ACC_1223,156.0,Deposit,2026-01-20T10:00:00Z
TXN_5323,ACC_1149,ACC_1224,1818.12,Transfer,2026-01-20T10:00:00Z
TXN_5324,ACC_9999,ACC_1258,1097.37,Withdrawal,2026-01-20T10:00:00Z
TXN_5325,ACC_1347,ACC_1166,1532.58,Withdrawal,2026-01-20T10:00:00Z
TXN_5326,ACC_1050,ACC_1216,268.54,Transfer,2026-01-20T10:00:00Z
TXN_5327,ACC_1082,ACC_1004,807.76,Withdrawal,2026-01-20T10:00:00Z
TXN_5328,ACC_1072,ACC_1478,1753.34,Transfer,2026-01-20T10:00:00Z
TXN_5329,ACC_1497,ACC_1090,930.93,Transfer,2026-01-20T10:00:00Z
TXN_5330,ACC_1216,ACC_1343,1258.28,Withdrawal,2026-01-20T10:00:00Z
TXN_5331,ACC_1358,ACC_1240,1805.01,Transfer,2026-01-20T10:00:00Z
TXN_5332,ACC_1089,ACC_1192,839.53,Withdrawal,2026-01-20T10:00:00Z
TXN_5333,ACC_1061,ACC_1310,1938.74,Transfer,2026-01-20T10:00:00Z
TXN_5334,ACC_1115,ACC_1458,438.51,Transfer,2026-01-20T10:00:00Z
TXN_5335,ACC_1458,ACC_1410,363.04,Withdrawal,2026-01-20T10:00:00Z
TXN_5336,ACC_1072,ACC_1189,109.47,Withdrawal,2026-01-20T10:00:00Z
TXN_5337,ACC_1413,ACC_1347,977.57,Withdrawal,2026-01-20T10:00:00Z
TXN_5338,ACC_1296,ACC_1274,910.68,Deposit,2026-01-20T10:00:00Z
TXN_5339,ACC_1277,ACC_1111,398.14,Deposit,2026-01-20T10:00:00Z
TXN_5340,ACC_1099,ACC_1486,690.26,Withdrawal,2026-01-20T10:00:00Z
TXN_5341,ACC_1435,ACC_1064,1843.33,Transfer,2026-01-20T10:00:00Z
TXN_5342,ACC_1059,ACC_1239,30.69,Deposit,2026-01-20T10:00:00Z
TXN_5343,ACC_1151,ACC_1105,759.97,Transfer,2026-01-20T10:00:00Z
TXN_5344,ACC_1164,ACC_1005,1336.96,Transfer,2026-01-20T10:00:00Z
TXN_5345,ACC_1340,ACC_1343,323.79,Deposit,2026-01-20T10:00:00Z
TXN_5346,ACC_1498,ACC_1102,1276.67,Withdrawal,2026-01-20T10:00:00Z
TXN_5347,ACC_1403,ACC_1037,385.75,Deposit,2026-01-20T10:00:00Z
TXN_5348,ACC_1490,ACC_1137,441.24,Transfer,2026-01-20T10:00:00Z
TXN_5349,ACC_1467,ACC_1111,1347.46,Transfer,2026-01-20T10:00:00Z
TXN_5350,ACC_1435,ACC_1166,896.53,Deposit,2026-01-20T10:00:00Z
TXN_5351,ACC_1357,ACC_1422,697.01,Deposit,2026-01-20T10:00:00Z
TXN_5352,ACC_1210,ACC_1313,1599.33,Withdrawal,2026-01-20T10:00:00Z
TXN_5353,ACC_1245,ACC_1271,831.29,Transfer,2026-01-20T10:00:00Z
TXN_5354,ACC_9999,ACC_1207,1863.07,Deposit,2026-01-20T10:00:00Z
TXN_5355,ACC_1213,ACC_1406,349.5,Withdrawal,2026-01-20T10:00:00Z
TXN_5356,ACC_1217,ACC_1452,147.25,Withdrawal,2026-01-20T10:00:00Z
TXN_5357,ACC_1322,ACC_1200,1677.05,Transfer,2026-01-20T10:00:00Z
TXN_5358,ACC_1098,ACC_1055,542.69,Transfer,2026-01-20T10:00:00Z
TXN_5359,ACC_1371,ACC_1182,901.82,Deposit,2026-01-20T10:00:00Z
TXN_5360,ACC_1214,ACC_1309,593.53,Transfer,2026-01-20T10:00:00Z
TXN_5361,ACC_1313,ACC_1265,829.73,Deposit,2026-01-20T10:00:00Z
TXN_5362,ACC_1206,ACC_1104,523.76,Transfer,2026-01-20T10:00:00Z
TXN_5363,ACC_1429,ACC_1454,604.33,Deposit,2026-01-20T10:00:00Z
TXN_5364,ACC_1076,ACC_1286,833.99,Deposit,2026-01-20T10:00:00Z
TXN_5365,ACC_1388,ACC_1116,1921.12,Deposit,2026-01-20T10:00:00Z
TXN_5366,ACC_1428,ACC_1476,1388.22,Transfer,2026-01-20T10:00:00Z
TXN_5367,ACC_1107,ACC_1325,1661.35,Transfer,2026-01-20T10:00:00Z
TXN_5368,ACC_1261,ACC_1248,344.91,Transfer,2026-01-20T10:00:00Z
TXN_5369,ACC_1295,ACC_1209,1084.36,Withdrawal,2026-01-20T10:00:00Z
TXN_5370,ACC_1403,ACC_1199,1862.8,Transfer,2026-01-20T10:00:00Z
TXN_5371,ACC_1111,ACC_1244,182.32,Transfer,2026-01-20T10:00:00Z
TXN_5372,ACC_1176,ACC_1389,483.9,Transfer,2026-01-20T10:00:00Z
TXN_5373,ACC_1156,ACC_1172,812.81,Deposit,2026-01-20T10:00:00Z
TXN_5374,ACC_1435,ACC_1231,1740.43,Deposit,2026-01-20T10:00:00Z
TXN_5375,ACC_1443,ACC_1487,1961.52,Withdrawal,2026-01-20T10:00:00Z
TXN_5376,ACC_1316,ACC_1121,906.41,Deposit,2026-01-20T10:00:00Z
TXN_5377,ACC_1116,ACC_1488,687.24,Withdrawal,2026-01-20T10:00:00Z
TXN_5378,ACC_1357,ACC_1357,1687.94,Deposit,2026-01-20T10:00:00Z
TXN_5379,ACC_1245,ACC_1386,1255.95,Withdrawal,2026-01-20T10:00:00Z
TXN_5380,ACC_1195,ACC_1240,1772.51,Withdrawal,2026-01-20T10:00:00Z
TXN_5381,ACC_1127,ACC_1349,604.68,Withdrawal,2026-01-20T10:00:00Z
TXN_5382,ACC_1173,ACC_1137,519.45,Deposit,2026-01-20T10:00:00Z
TXN_5383,ACC_1492,ACC_1370,456.59,Transfer,2026-01-20T10:00:00Z
TXN_5384,ACC_1323,ACC_1068,664.18,Deposit,2026-01-20T10:00:00Z
TXN_5385,ACC_1500,ACC_1370,1905.89,Transfer,2026-01-20T10:00:00Z
TXN_5386,ACC_1460,ACC_1200,1877.26,Deposit,2026-01-20T10:00:00Z
TXN_5387,ACC_1430,ACC_1028,1558.73,Deposit,2026-01-20T10:00:00Z
TXN_5388,ACC_1296,ACC_1461,383.87,Withdrawal,2026-01-20T10:00:00Z
TXN_5389,ACC_1025,ACC_1105,691.2,Deposit,2026-01-20T10:00:00Z
TXN_5390,ACC_1104,ACC_1496,313.42,Deposit,2026-01-20T10:00:00Z
TXN_5391,ACC_1230,ACC_1115,99.75,Deposit,2026-01-20T10:00:00Z
TXN_5392,ACC_9999,ACC_1049,1611.23,Transfer,2026-01-20T10:00:00Z
TXN_5393,ACC_1001,ACC_1491,1792.36,Transfer,2026-01-20T10:00:00Z
TXN_5394,ACC_1312,ACC_1483,1191.47,Deposit,2026-01-20T10:00:00Z
TXN_5395,ACC_1452,ACC_1060,1796.01,Deposit,2026-01-20T10:00:00Z
TXN_5396,ACC_1346,ACC_1303,1754.91,Deposit,2026-01-20T10:00:00Z
TXN_5397,ACC_1441,ACC_1493,754.01,Transfer,2026-01-20T10:00:00Z
TXN_5398,ACC_1351,ACC_1168,1102.93,Deposit,2026-01-20T10:00:00Z
TXN_5399,ACC_1496,ACC_1095,111.71,Transfer,2026-01-20T10:00:00Z
TXN_5400,ACC_1025,ACC_1475,1880.13,Withdrawal,2026-01-20T10:00:00Z
TXN_5401,ACC_1006,ACC_1233,149.98,Withdrawal,2026-01-20T10:00:00Z
TXN_5402,ACC_1252,ACC_1343,1671.96,Withdrawal,2026-01-20T10:00:00Z
TXN_5403,ACC_1337,ACC_1331,1846.37,Deposit,2026-01-20T10:00:00Z
TXN_5404,ACC_1274,ACC_1094,1603.31,Deposit,2026-01-20T10:00:00Z
TXN_5405,ACC_1050,ACC_1461,1557.98,Transfer,2026-01-20T10:00:00Z
TXN_5406,ACC_1251,ACC_1453,1773.07,Withdrawal,2026-01-20T10:00:00Z
TXN_5407,ACC_1332,ACC_1094,1838.11,Transfer,2026-01-20T10:00:00Z
TXN_5408,ACC_1375,ACC_1299,700.42,Deposit,2026-01-20T10:00:00Z
TXN_5409,ACC_1287,ACC_1346,1578.5,Transfer,2026-01-20T10:00:00Z
TXN_5410,ACC_1408,ACC_1206,270.1,Withdrawal,2026-01-20T10:00:00Z
TXN_5411,ACC_1287,ACC_1107,1765.37,Deposit,2026-01-20T10:00:00Z
TXN_5412,ACC_9999,ACC_1270,813.79,Deposit,2026-01-20T10:00:00Z
TXN_5413,ACC_1246,ACC_1353,970.25,Transfer,2026-01-20T10:00:00Z
TXN_5414,ACC_1477,ACC_1304,224.11,Transfer,2026-01-20T10:00:00Z
TXN_5415,ACC_1476,ACC_1060,884.0,Transfer,2026-01-20T10:00:00Z
TXN_5416,ACC_1463,ACC_1129,1131.21,Deposit,2026-01-20T10:00:00Z
TXN_5417,ACC_1029,ACC_1025,800.05,Deposit,2026-01-20T10:00:00Z
TXN_5418,ACC_1430,ACC_1412,1966.16,Deposit,2026-01-20T10:00:00Z
TXN_5419,ACC_1212,ACC_1031,1389.26,Withdrawal,2026-01-20T10:00:00Z
TXN_5420,ACC_1073,ACC_1023,60.39,Withdrawal,2026-01-20T10:00:00Z
TXN_5421,ACC_1466,ACC_1482,343.86,Transfer,2026-01-20T10:00:00Z
TXN_5422,ACC_1289,ACC_1071,298.75,Deposit,2026-01-20T10:00:00Z
TXN_5423,ACC_1244,ACC_1268,255.94,Transfer,2026-01-20T10:00:00Z
TXN_5424,ACC_1381,ACC_1402,579.57,Withdrawal,2026-01-20T10:00:00Z
TXN_5425,ACC_1122,ACC_1243,940.39,Transfer,2026-01-20T10:00:00Z
TXN_5426,ACC_1100,ACC_1280,968.03,Withdrawal,2026-01-20T10:00:00Z
TXN_5427,ACC_1179,ACC_1360,1053.96,Transfer,2026-01-20T10:00:00Z
TXN_5428,ACC_1369,ACC_1180,955.89,Withdrawal,2026-01-20T10:00:00Z
TXN_5429,ACC_1303,ACC_1349,247.66,Withdrawal,2026-01-20T10:00:00Z
TXN_5430,ACC_1412,ACC_1350,376.34,Deposit,2026-01-20T10:00:00Z
TXN_5431,ACC_1191,ACC_1368,362.62,Withdrawal,2026-01-20T10:00:00Z
TXN_5432,ACC_1005,ACC_1075,1671.78,Deposit,2026-01-20T10:00:00Z
TXN_5433,ACC_1328,ACC_1207,334.88,Transfer,2026-01-20T10:00:00Z
TXN_5434,ACC_1003,ACC_1256,1096.25,Transfer,2026-01-20T10:00:00Z
TXN_5435,ACC_1062,ACC_1228,449.9,Deposit,2026-01-20T10:00:00Z
TXN_5436,ACC_9999,ACC_1062,301.86,Transfer,2026-01-20T10:00:00Z
TXN_5437,ACC_1286,ACC_1073,947.36,Transfer,2026-01-20T10:00:00Z
TXN_5438,ACC_1358,ACC_1387,1913.6,Withdrawal,2026-01-20T10:00:00Z
TXN_5439,ACC_1446,ACC_1418,845.76,Deposit,2026-01-20T10:00:00Z
TXN_5440,ACC_1151,ACC_1120,558.69,Transfer,2026-01-20T10:00:00Z
TXN_5441,ACC_1170,ACC_1359,1413.2,Deposit,2026-01-20T10:00:00Z
TXN_5442,ACC_1092,ACC_1192,647.45,Transfer,2026-01-20T10:00:00Z
TXN_5443,ACC_1000,ACC_1384,1600.67,Transfer,2026-01-20T10:00:00Z
TXN_5444,ACC_1250,ACC_1384,1504.95,Transfer,2026-01-20T10:00:00Z
TXN_5445,ACC_1478,ACC_1142,873.07,Deposit,2026-01-20T10:00:00Z
TXN_5446,ACC_1496,ACC_1233,610.16,Deposit,2026-01-20T10:00:00Z
TXN_5447,ACC_9999,ACC_1322,31.54,Deposit,2026-01-20T10:00:00Z
TXN_5448,ACC_1211,ACC_1496,77.07,Deposit,2026-01-20T10:00:00Z
TXN_5449,ACC_1335,ACC_1002,1778.86,Deposit,2026-01-20T10:00:00Z
TXN_5450,ACC_1329,ACC_1139,1238.7,Withdrawal,2026-01-20T10:00:00Z
TXN_5451,ACC_1373,ACC_1268,194.95,Transfer,2026-01-20T10:00:00Z
TXN_5452,ACC_1354,ACC_1358,28.75,Deposit,2026-01-20T10:00:00Z
TXN_5453,ACC_1276,ACC_1404,1107.32,Withdrawal,2026-01-20T10:00:00Z
TXN_5454,ACC_1052,ACC_1483,1036.07,Withdrawal,2026-01-20T10:00:00Z
TXN_5455,ACC_1217,ACC_1278,62.78,Withdrawal,2026-01-20T10:00:00Z
TXN_5456,ACC_1093,ACC_1278,1592.02,Transfer,2026-01-20T10:00:00Z
TXN_5457,ACC_1013,ACC_1283,171.95,Deposit,2026-01-20T10:00:00Z
TXN_5458,ACC_1364,ACC_1472,1045.32,Withdrawal,2026-01-20T10:00:00Z
TXN_5459,ACC_1253,ACC_1175,843.17,Withdrawal,2026-01-20T10:00:00Z
TXN_5460,ACC_1397,ACC_1026,816.87,Withdrawal,2026-01-20T10:00:00Z
TXN_5461,ACC_1096,ACC_1363,1894.13,Withdrawal,2026-01-20T10:00:00Z
TXN_5462,ACC_1098,ACC_1314,1923.96,Withdrawal,2026-01-20T10:00:00Z
TXN_5463,ACC_1294,ACC_1361,1034.8,Transfer,2026-01-20T10:00:00Z
TXN_5464,ACC_1190,ACC_1320,493.03,Withdrawal,2026-01-20T10:00:00Z
TXN_5465,ACC_1245,ACC_1325,881.0,Transfer,2026-01-20T10:00:00Z
TXN_5466,ACC_1445,ACC_1482,445.9,Transfer,2026-01-20T10:00:00Z
TXN_5467,ACC_1213,ACC_1489,30.75,Transfer,2026-01-20T10:00:00Z
TXN_5468,ACC_1468,ACC_1175,1031.02,Transfer,2026-01-20T10:00:00Z
TXN_5469,ACC_1129,ACC_1109,191.49,Transfer,2026-01-20T10:00:00Z
TXN_5470,ACC_1068,ACC_1155,1410.55,Withdrawal,2026-01-20T10:00:00Z
TXN_5471,ACC_1110,ACC_1342,1938.84,Deposit,2026-01-20T10:00:00Z
TXN_5472,ACC_1405,ACC_1283,377.5,Deposit,2026-01-20T10:00:00Z
TXN_5473,ACC_1423,ACC_1425,1578.97,Deposit,2026-01-20T10:00:00Z
TXN_5474,ACC_1132,ACC_1260,886.27,Deposit,2026-01-20T10:00:00Z
TXN_5475,ACC_1353,ACC_1336,1221.22,Deposit,2026-01-20T10:00:00Z
TXN_5476,ACC_1080,ACC_1043,545.9,Deposit,2026-01-20T10:00:00Z
TXN_5477,ACC_1414,ACC_1431,1277.02,Transfer,2026-01-20T10:00:00Z
TXN_5478,ACC_1002,ACC_1051,1217.06,Deposit,2026-01-20T10:00:00Z
TXN_5479,ACC_1270,ACC_1094,313.94,Transfer,2026-01-20T10:00:00Z
TXN_5480,ACC_1000,ACC_1057,787.78,Deposit,2026-01-20T10:00:00Z
TXN_5481,ACC_1433,ACC_1117,1242.41,Deposit,2026-01-20T10:00:00Z
TXN_5482,ACC_1457,ACC_1449,90.68,Deposit,2026-01-20T10:00:00Z
TXN_5483,ACC_9999,ACC_1139,1108.79,Withdrawal,2026-01-20T10:00:00Z
TXN_5484,ACC_9999,ACC_1109,987.35,Transfer,2026-01-20T10:00:00Z
TXN_5485,ACC_1098,ACC_1170,912.96,Withdrawal,2026-01-20T10:00:00Z
TXN_5486,ACC_1479,ACC_1189,481.42,Deposit,2026-01-20T10:00:00Z
TXN_5487,ACC_1446,ACC_1397,1588.33,Deposit,2026-01-20T10:00:00Z
TXN_5488,ACC_1399,ACC_1384,188.8,Withdrawal,2026-01-20T10:00:00Z
TXN_5489,ACC_1413,ACC_1309,414.18,Transfer,2026-01-20T10:00:00Z
TXN_5490,ACC_1338,ACC_1032,1934.34,Transfer,2026-01-20T10:00:00Z
TXN_5491,ACC_1077,ACC_1279,1134.31,Withdrawal,2026-01-20T10:00:00Z
TXN_5492,ACC_1345,ACC_1373,998.72,Withdrawal,2026-01-20T10:00:00Z
TXN_5493,ACC_1292,ACC_1484,687.59,Transfer,2026-01-20T10:00:00Z
TXN_5494,ACC_1114,ACC_1412,1090.05,Deposit,2026-01-20T10:00:00Z
TXN_5495,ACC_1164,ACC_1099,1697.51,Transfer,2026-01-20T10:00:00Z
TXN_5496,ACC_1268,ACC_1376,518.87,Transfer,2026-01-20T10:00:00Z
TXN_5497,ACC_1138,ACC_1136,309.22,Deposit,2026-01-20T10:00:00Z
TXN_5498,ACC_1443,ACC_1478,747.8,Withdrawal,2026-01-20T10:00:00Z
TXN_5499,ACC_1388,ACC_1343,1287.13,Withdrawal,2026-01-20T10:00:00Z
